neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_review,price
Brooklyn,Bushwick,Entire home/apt,2,1,0.16,2,0,1,250
Brooklyn,South Slope,Private room,2,0,,3,0,0,77
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,5,1.61,1,0,1,100
Manhattan,SoHo,Entire home/apt,2,4,0.16,1,0,1,295
Manhattan,East Village,Entire home/apt,14,0,,1,19,0,114
Brooklyn,Bushwick,Private room,2,2,0.03,1,0,1,55
Manhattan,Harlem,Private room,1,0,,3,127,0,80
Manhattan,Washington Heights,Entire home/apt,4,38,0.79,1,307,1,65
Brooklyn,Crown Heights,Private room,5,0,,1,0,0,45
Brooklyn,Flatlands,Entire home/apt,2,0,,3,80,0,195
Manhattan,Washington Heights,Private room,2,7,0.27,1,0,1,44
Brooklyn,East Flatbush,Private room,1,15,0.76,2,269,1,45
Brooklyn,Williamsburg,Private room,2,4,0.15,2,341,1,215
Brooklyn,Bedford-Stuyvesant,Private room,10,3,0.57,2,17,1,20
Manhattan,Nolita,Entire home/apt,30,0,,4,365,0,199
Manhattan,Murray Hill,Entire home/apt,2,14,0.64,1,13,1,210
Manhattan,West Village,Entire home/apt,2,5,0.16,1,0,1,350
Brooklyn,Gowanus,Entire home/apt,4,18,0.98,1,8,1,380
Brooklyn,Bushwick,Private room,6,2,0.22,1,36,1,75
Brooklyn,Bushwick,Private room,30,0,,1,0,0,70
Brooklyn,Williamsburg,Entire home/apt,4,41,1.44,1,0,1,114
Manhattan,West Village,Entire home/apt,2,17,1.54,2,0,1,225
Brooklyn,Fort Greene,Entire home/apt,2,11,0.3,1,0,1,225
Manhattan,West Village,Entire home/apt,1,0,,1,0,0,247
Manhattan,Morningside Heights,Entire home/apt,3,1,0.05,1,0,1,150
Queens,Ridgewood,Entire home/apt,7,0,,1,0,0,225
Manhattan,East Harlem,Private room,1,134,2.69,3,211,1,80
Manhattan,Kips Bay,Entire home/apt,3,0,,1,0,0,184
Brooklyn,Bedford-Stuyvesant,Private room,50,2,0.05,1,0,1,30
Manhattan,Harlem,Private room,2,57,1.48,1,188,1,70
Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,11,0.26,1,251,1,72
Brooklyn,Brighton Beach,Shared room,1,1,1.0,2,364,1,30
Manhattan,West Village,Entire home/apt,7,19,0.31,1,0,1,185
Brooklyn,Bushwick,Entire home/apt,30,42,1.24,1,355,1,85
Manhattan,Upper East Side,Entire home/apt,30,17,0.32,34,316,1,155
Brooklyn,Williamsburg,Private room,2,64,5.35,2,26,1,62
Manhattan,Harlem,Private room,2,2,1.36,2,2,1,65
Bronx,Fordham,Private room,1,0,,1,0,0,65
Queens,Sunnyside,Entire home/apt,14,6,0.09,1,0,1,90
Manhattan,Murray Hill,Entire home/apt,3,0,,1,0,0,235
Brooklyn,Bushwick,Entire home/apt,2,41,2.78,3,0,1,150
Brooklyn,Bensonhurst,Entire home/apt,3,3,1.06,2,147,1,123
Manhattan,Roosevelt Island,Private room,4,2,0.05,2,0,1,79
Manhattan,Hell's Kitchen,Entire home/apt,4,0,,1,0,0,190
Brooklyn,Williamsburg,Private room,1,1,0.02,1,0,1,75
Manhattan,East Harlem,Entire home/apt,4,14,0.28,1,0,1,149
Manhattan,Washington Heights,Private room,1,0,,1,0,0,38
Brooklyn,Canarsie,Entire home/apt,2,91,4.51,1,224,1,84
Brooklyn,Williamsburg,Entire home/apt,7,0,,1,29,0,125
Brooklyn,Greenpoint,Private room,1,1,0.07,2,0,1,125
Brooklyn,Brownsville,Private room,1,158,2.77,10,32,1,39
Brooklyn,Williamsburg,Entire home/apt,1,2,0.04,1,0,1,110
Brooklyn,Bushwick,Entire home/apt,3,106,1.42,1,248,1,139
Manhattan,Upper East Side,Entire home/apt,3,4,0.09,1,0,1,110
Brooklyn,Fort Greene,Entire home/apt,3,16,2.26,1,66,1,150
Manhattan,East Village,Entire home/apt,10,0,,2,264,0,140
Manhattan,Upper West Side,Entire home/apt,2,16,0.59,1,0,1,195
Manhattan,Washington Heights,Private room,1,23,5.95,3,217,1,45
Brooklyn,Williamsburg,Entire home/apt,30,0,,1,0,0,249
Brooklyn,Park Slope,Entire home/apt,2,33,6.31,1,9,1,135
Brooklyn,Crown Heights,Entire home/apt,5,1,0.04,1,290,1,160
Manhattan,Washington Heights,Private room,3,13,0.91,3,137,1,75
Manhattan,Greenwich Village,Entire home/apt,2,3,0.24,1,0,1,148
Manhattan,Lower East Side,Shared room,14,0,,28,318,0,35
Brooklyn,Bedford-Stuyvesant,Entire home/apt,14,9,0.2,1,6,1,98
Manhattan,Chinatown,Private room,2,6,0.17,2,7,1,95
Brooklyn,Williamsburg,Private room,56,0,,1,0,0,79
Manhattan,Hell's Kitchen,Entire home/apt,360,0,,1,365,0,120
Brooklyn,Bushwick,Private room,2,0,,1,20,0,60
Manhattan,Harlem,Entire home/apt,3,90,1.96,2,304,1,299
Manhattan,Kips Bay,Private room,5,2,0.15,1,6,1,110
Manhattan,Harlem,Entire home/apt,3,4,0.16,1,0,1,100
Brooklyn,Williamsburg,Entire home/apt,14,1,0.03,1,0,1,160
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,4,0.08,1,0,1,140
Brooklyn,East Flatbush,Private room,5,2,1.07,5,159,1,45
Queens,Long Island City,Entire home/apt,4,0,,1,0,0,200
Brooklyn,Williamsburg,Private room,2,0,,1,0,0,80
Manhattan,Midtown,Shared room,1,0,,3,43,0,60
Brooklyn,Williamsburg,Entire home/apt,31,8,0.19,1,0,1,250
Manhattan,Upper West Side,Entire home/apt,2,19,2.66,3,0,1,200
Brooklyn,Bedford-Stuyvesant,Private room,1,7,0.36,1,0,1,60
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,0,0,45
Manhattan,Chelsea,Private room,3,3,0.19,1,0,1,99
Manhattan,Upper East Side,Shared room,3,0,,1,30,0,209
Brooklyn,Park Slope,Entire home/apt,2,8,0.2,1,0,1,125
Manhattan,Chinatown,Entire home/apt,2,15,0.63,1,0,1,250
Manhattan,Upper West Side,Entire home/apt,5,6,0.82,1,5,1,180
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,66,2.01,2,55,1,150
Queens,Jamaica,Private room,1,0,,2,179,0,159
Queens,Astoria,Private room,1,1,0.03,1,0,1,60
Brooklyn,Williamsburg,Entire home/apt,30,10,0.32,8,97,1,80
Manhattan,Harlem,Entire home/apt,3,8,1.1,1,88,1,202
Manhattan,West Village,Entire home/apt,1,5,0.18,1,0,1,158
Manhattan,Harlem,Private room,3,76,1.78,3,281,1,110
Brooklyn,Flatbush,Entire home/apt,3,24,0.45,1,29,1,90
Manhattan,Chelsea,Entire home/apt,3,6,0.84,1,170,1,170
Manhattan,Upper East Side,Entire home/apt,30,0,,1,62,0,149
Manhattan,East Village,Private room,3,2,0.05,1,0,1,100
Queens,Rego Park,Private room,1,74,2.53,3,358,1,30
Manhattan,Kips Bay,Private room,14,0,,1,283,0,110
Manhattan,Midtown,Entire home/apt,4,56,1.08,2,148,1,182
Brooklyn,Williamsburg,Private room,2,2,0.14,1,0,1,53
Queens,Bayswater,Entire home/apt,2,0,,1,87,0,80
Brooklyn,East Flatbush,Private room,2,1,1.0,2,343,1,60
Manhattan,Midtown,Private room,3,67,1.65,1,355,1,95
Queens,Ridgewood,Private room,1,62,2.91,1,0,1,32
Brooklyn,Prospect-Lefferts Gardens,Private room,20,0,,1,0,0,35
Queens,Jamaica,Shared room,1,17,1.84,4,141,1,51
Brooklyn,East Flatbush,Shared room,30,10,0.32,4,332,1,25
Manhattan,Little Italy,Entire home/apt,2,2,0.19,2,3,1,400
Queens,Jackson Heights,Private room,2,9,0.39,1,0,1,80
Queens,Jamaica,Private room,3,29,1.02,2,126,1,47
Manhattan,Upper East Side,Private room,1,60,0.93,1,148,1,250
Brooklyn,Crown Heights,Entire home/apt,2,0,,1,6,0,89
Bronx,Parkchester,Private room,1,1,0.03,1,0,1,40
Manhattan,Kips Bay,Entire home/apt,2,0,,1,0,0,200
Manhattan,Upper East Side,Entire home/apt,1,1,0.03,2,0,1,80
Manhattan,Upper West Side,Entire home/apt,7,5,0.21,1,10,1,149
Manhattan,Harlem,Entire home/apt,5,9,0.22,1,0,1,110
Brooklyn,Williamsburg,Private room,1,3,0.08,1,0,1,50
Manhattan,Upper East Side,Entire home/apt,30,7,0.23,29,326,1,103
Manhattan,West Village,Entire home/apt,1,59,1.83,1,73,1,300
Queens,Elmhurst,Private room,1,0,,2,161,0,99
Manhattan,Midtown,Entire home/apt,29,0,,96,291,0,254
Brooklyn,Williamsburg,Entire home/apt,6,1,0.09,1,0,1,115
Manhattan,Chelsea,Entire home/apt,1,0,,1,0,0,125
Manhattan,Upper West Side,Shared room,3,21,0.29,1,363,1,165
Queens,Ridgewood,Private room,2,0,,1,0,0,75
Brooklyn,Bushwick,Private room,5,2,0.18,1,0,1,35
Brooklyn,Bushwick,Private room,1,0,,1,0,0,40
Manhattan,Financial District,Entire home/apt,2,9,2.6,327,277,1,256
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,0,,1,0,0,115
Queens,Rego Park,Private room,1,61,2.17,3,361,1,30
Manhattan,Upper East Side,Private room,3,7,0.22,3,0,1,90
Brooklyn,Bushwick,Private room,2,31,3.86,2,273,1,50
Manhattan,Harlem,Private room,5,3,0.12,1,0,1,30
Manhattan,East Harlem,Private room,2,2,0.18,1,11,1,90
Brooklyn,Williamsburg,Shared room,1,0,,2,0,0,60
Manhattan,Washington Heights,Entire home/apt,2,10,0.21,1,0,1,125
Manhattan,Washington Heights,Entire home/apt,1,104,3.3,1,81,1,95
Brooklyn,Bay Ridge,Private room,2,1,0.09,1,0,1,50
Brooklyn,Canarsie,Private room,2,45,1.95,3,259,1,75
Manhattan,East Village,Entire home/apt,3,1,0.06,1,0,1,149
Manhattan,Harlem,Entire home/apt,1,4,0.09,1,0,1,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,0,,1,13,0,82
Queens,East Elmhurst,Private room,1,86,6.35,1,147,1,80
Brooklyn,South Slope,Entire home/apt,5,29,3.57,1,74,1,285
Queens,Jamaica,Private room,1,0,,2,163,0,65
Manhattan,Washington Heights,Private room,1,34,5.34,1,66,1,60
Manhattan,Financial District,Entire home/apt,2,10,3.7,327,319,1,236
Manhattan,Harlem,Private room,14,17,0.23,1,41,1,55
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,3,364,0,140
Brooklyn,Bedford-Stuyvesant,Private room,2,59,1.56,1,6,1,60
Manhattan,Financial District,Entire home/apt,2,6,2.28,327,327,1,230
Queens,Flushing,Private room,1,3,0.39,4,75,1,75
Queens,Long Island City,Private room,2,10,0.52,1,0,1,65
Manhattan,Upper West Side,Entire home/apt,1,32,1.87,1,0,1,75
Queens,Flushing,Private room,1,19,1.84,3,0,1,55
Brooklyn,Prospect-Lefferts Gardens,Private room,2,2,0.06,1,0,1,120
Manhattan,Harlem,Private room,1,0,,5,0,0,200
Brooklyn,Greenpoint,Entire home/apt,3,2,0.05,1,0,1,120
Brooklyn,Sheepshead Bay,Private room,4,52,1.09,1,341,1,45
Manhattan,Washington Heights,Entire home/apt,2,3,0.07,1,0,1,80
Manhattan,Washington Heights,Private room,1,0,,1,158,0,95
Manhattan,East Harlem,Entire home/apt,1,1,0.43,1,0,1,250
Brooklyn,Bushwick,Private room,2,7,0.87,2,125,1,62
Brooklyn,Downtown Brooklyn,Private room,5,1,0.04,1,0,1,58
Manhattan,Harlem,Entire home/apt,3,5,0.09,1,0,1,99
Brooklyn,Crown Heights,Entire home/apt,2,3,0.08,1,0,1,200
Bronx,Olinville,Shared room,90,0,,1,190,0,25
Queens,St. Albans,Private room,1,30,1.37,1,0,1,45
Manhattan,Upper East Side,Private room,2,7,1.11,2,66,1,120
Queens,Flushing,Private room,2,14,0.81,7,57,1,140
Brooklyn,Williamsburg,Entire home/apt,3,16,0.49,1,3,1,250
Brooklyn,Boerum Hill,Entire home/apt,3,2,0.05,1,0,1,180
Brooklyn,Williamsburg,Private room,1,7,3.28,2,98,1,70
Manhattan,Kips Bay,Entire home/apt,1,13,0.37,1,0,1,250
Manhattan,Hell's Kitchen,Private room,4,0,,1,57,0,69
Brooklyn,Crown Heights,Entire home/apt,2,2,0.09,2,0,1,87
Manhattan,East Harlem,Private room,1,35,1.82,2,318,1,100
Queens,Long Island City,Private room,1,13,0.86,1,0,1,76
Manhattan,Lower East Side,Entire home/apt,25,22,3.63,3,268,1,225
Queens,Astoria,Private room,1,2,0.04,5,138,1,109
Manhattan,Upper West Side,Private room,3,4,0.17,2,0,1,72
Manhattan,Murray Hill,Entire home/apt,29,0,,327,365,0,202
Manhattan,Lower East Side,Private room,1,3,0.68,1,0,1,81
Manhattan,East Village,Entire home/apt,5,2,1.58,1,363,1,130
Manhattan,Tribeca,Entire home/apt,2,4,2.26,1,75,1,290
Manhattan,Upper West Side,Private room,1,5,0.38,1,0,1,72
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,0,0,40
Queens,Ridgewood,Entire home/apt,2,97,1.85,1,0,1,135
Manhattan,Upper West Side,Entire home/apt,2,7,0.19,1,0,1,70
Brooklyn,Williamsburg,Private room,14,1,0.05,1,341,1,60
Queens,Ridgewood,Private room,3,1,0.07,2,125,1,65
Queens,Flushing,Entire home/apt,30,7,0.34,15,294,1,100
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,5,0.16,1,0,1,100
Brooklyn,East New York,Private room,3,0,,2,23,0,50
Brooklyn,Bushwick,Entire home/apt,2,10,0.97,1,15,1,135
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,2,0,0,69
Manhattan,East Village,Entire home/apt,30,1,0.04,87,356,1,267
Queens,Flushing,Private room,1,22,2.14,1,82,1,39
Manhattan,Midtown,Entire home/apt,29,3,0.09,31,134,1,165
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,33,4.65,1,246,1,160
Brooklyn,Prospect-Lefferts Gardens,Private room,2,81,1.79,4,131,1,65
Brooklyn,Bushwick,Private room,2,5,0.14,1,0,1,45
Brooklyn,Downtown Brooklyn,Entire home/apt,3,2,0.15,1,0,1,133
Manhattan,Harlem,Entire home/apt,14,2,0.04,1,0,1,100
Brooklyn,Kensington,Private room,3,5,0.23,3,0,1,137
Manhattan,East Village,Private room,1,2,1.18,1,178,1,250
Brooklyn,East Flatbush,Private room,30,0,,3,326,0,40
Brooklyn,Williamsburg,Private room,2,6,0.66,3,173,1,66
Brooklyn,Williamsburg,Private room,2,18,0.37,1,280,1,90
Brooklyn,Williamsburg,Private room,7,2,0.28,1,0,1,75
Manhattan,Lower East Side,Entire home/apt,5,22,2.19,1,40,1,137
Brooklyn,Bushwick,Private room,14,2,0.11,2,180,1,30
Brooklyn,Sunset Park,Private room,1,18,0.61,8,241,1,54
Queens,Springfield Gardens,Shared room,1,16,1.62,1,14,1,120
Manhattan,Chelsea,Entire home/apt,7,6,0.14,1,0,1,275
Brooklyn,Sunset Park,Private room,7,98,1.75,3,312,1,55
Brooklyn,Fort Hamilton,Private room,4,0,,1,155,0,60
Brooklyn,Kensington,Entire home/apt,7,0,,1,0,0,175
Brooklyn,Bedford-Stuyvesant,Private room,1,26,1.4,1,73,1,98
Brooklyn,Prospect-Lefferts Gardens,Private room,2,0,,1,0,0,100
Manhattan,Chinatown,Entire home/apt,1,23,1.42,1,14,1,150
Manhattan,Washington Heights,Entire home/apt,2,0,,1,0,0,84
Queens,Long Island City,Entire home/apt,4,13,0.51,1,0,1,85
Manhattan,Upper East Side,Entire home/apt,6,49,2.38,1,76,1,145
Queens,Springfield Gardens,Private room,1,2,2.0,6,365,1,95
Manhattan,Greenwich Village,Entire home/apt,3,3,0.24,1,0,1,220
Brooklyn,Williamsburg,Entire home/apt,2,5,0.12,1,0,1,175
Brooklyn,Williamsburg,Private room,6,30,1.19,1,71,1,77
Brooklyn,Williamsburg,Entire home/apt,14,29,0.43,1,0,1,120
Brooklyn,Bedford-Stuyvesant,Private room,2,47,5.02,3,10,1,48
Manhattan,Greenwich Village,Entire home/apt,2,3,0.2,2,0,1,300
Manhattan,Financial District,Private room,1,3,0.12,1,0,1,85
Brooklyn,Crown Heights,Entire home/apt,3,0,,2,0,0,85
Manhattan,Midtown,Entire home/apt,2,0,,1,0,0,150
Manhattan,Greenwich Village,Entire home/apt,4,51,0.62,1,172,1,225
Brooklyn,Park Slope,Private room,2,1,0.03,2,0,1,85
Queens,Elmhurst,Entire home/apt,2,3,1.15,1,0,1,109
Brooklyn,Williamsburg,Private room,4,0,,1,0,0,75
Manhattan,Hell's Kitchen,Private room,1,25,3.21,30,324,1,199
Manhattan,East Harlem,Entire home/apt,14,26,0.27,3,253,1,113
Brooklyn,South Slope,Entire home/apt,3,0,,1,1,0,200
Manhattan,Hell's Kitchen,Entire home/apt,1,0,,1,0,0,250
Manhattan,Harlem,Private room,2,44,0.49,1,260,1,140
Manhattan,Harlem,Private room,2,0,,1,363,0,60
Brooklyn,Clinton Hill,Entire home/apt,2,14,0.24,1,0,1,200
Brooklyn,Williamsburg,Private room,3,12,0.43,2,0,1,100
Brooklyn,Williamsburg,Private room,2,0,,1,305,0,89
Queens,Ditmars Steinway,Entire home/apt,3,1,0.03,1,89,1,390
Brooklyn,Williamsburg,Private room,2,2,0.13,2,7,1,75
Manhattan,Harlem,Private room,4,5,2.31,1,80,1,75
Manhattan,Nolita,Entire home/apt,60,10,0.22,7,0,1,350
Manhattan,Hell's Kitchen,Entire home/apt,1,41,0.38,1,299,1,275
Manhattan,Lower East Side,Entire home/apt,1,46,2.88,1,106,1,158
Manhattan,Upper West Side,Private room,1,2,0.74,10,252,1,230
Brooklyn,Bushwick,Private room,2,1,1.0,2,65,1,95
Queens,Woodside,Entire home/apt,2,2,2.0,1,5,1,108
Brooklyn,Greenpoint,Private room,4,30,0.83,2,0,1,60
Manhattan,East Village,Private room,6,5,0.21,1,0,1,100
Manhattan,Inwood,Private room,3,3,0.26,1,0,1,53
Brooklyn,Greenpoint,Private room,1,55,1.46,1,0,1,75
Manhattan,Hell's Kitchen,Entire home/apt,4,0,,1,95,0,299
Brooklyn,Carroll Gardens,Entire home/apt,1,0,,1,0,0,125
Manhattan,Upper West Side,Entire home/apt,2,5,0.34,1,2,1,148
Queens,Maspeth,Entire home/apt,4,31,3.52,1,280,1,166
Brooklyn,Park Slope,Entire home/apt,14,0,,1,0,0,150
Brooklyn,Greenpoint,Private room,3,2,0.05,1,0,1,50
Brooklyn,Cobble Hill,Entire home/apt,1,62,3.33,1,151,1,112
Queens,Jamaica,Entire home/apt,1,2,0.22,1,0,1,125
Brooklyn,Williamsburg,Private room,1,36,1.97,1,0,1,43
Manhattan,Washington Heights,Private room,1,14,0.8,1,63,1,50
Manhattan,Financial District,Private room,2,6,1.59,327,328,1,262
Brooklyn,Crown Heights,Entire home/apt,10,0,,3,258,0,80
Brooklyn,Williamsburg,Entire home/apt,3,0,,1,0,0,102
Brooklyn,Flatbush,Entire home/apt,6,1,0.12,1,0,1,95
Brooklyn,Kensington,Private room,1,6,0.26,1,0,1,35
Brooklyn,Fort Greene,Private room,2,1,1.0,1,87,1,125
Brooklyn,Williamsburg,Private room,1,148,3.81,1,303,1,89
Manhattan,East Village,Entire home/apt,30,0,,232,330,0,314
Queens,Astoria,Entire home/apt,2,14,0.48,1,0,1,125
Manhattan,West Village,Entire home/apt,2,14,1.24,1,0,1,120
Brooklyn,Williamsburg,Entire home/apt,1,10,0.23,3,0,1,164
Bronx,Concourse,Private room,1,16,0.74,1,0,1,60
Brooklyn,Williamsburg,Entire home/apt,3,0,,1,0,0,180
Brooklyn,Bushwick,Entire home/apt,1,79,7.18,1,173,1,99
Manhattan,East Village,Private room,3,0,,1,0,0,90
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,2,3,0.74,2,0,1,106
Brooklyn,East New York,Entire home/apt,3,1,1.0,1,94,1,60
Manhattan,Harlem,Private room,5,21,0.34,4,187,1,54
Brooklyn,Sunset Park,Entire home/apt,1,9,9.0,1,106,1,95
Manhattan,Inwood,Private room,3,18,0.35,2,336,1,250
Manhattan,Midtown,Entire home/apt,30,2,0.1,49,364,1,232
Brooklyn,Bedford-Stuyvesant,Private room,3,1,0.63,1,119,1,65
Brooklyn,Cypress Hills,Private room,30,33,1.42,6,74,1,42
Brooklyn,Bushwick,Entire home/apt,9,1,0.06,1,0,1,84
Queens,Long Island City,Entire home/apt,7,0,,1,0,0,275
Brooklyn,Bedford-Stuyvesant,Entire home/apt,10,1,0.08,1,0,1,250
Brooklyn,Crown Heights,Entire home/apt,5,175,2.86,2,56,1,120
Manhattan,Chinatown,Private room,1,0,,1,259,0,71
Manhattan,Chelsea,Entire home/apt,2,4,4.0,1,197,1,325
Manhattan,Harlem,Entire home/apt,30,16,0.57,1,150,1,199
Manhattan,Chelsea,Entire home/apt,1,19,8.38,1,5,1,129
Brooklyn,East Flatbush,Shared room,1,8,3.0,2,365,1,50
Brooklyn,Midwood,Private room,2,21,1.47,1,179,1,50
Staten Island,Tompkinsville,Entire home/apt,2,37,2.28,1,216,1,245
Brooklyn,Clinton Hill,Entire home/apt,5,3,0.05,1,0,1,200
Brooklyn,Williamsburg,Entire home/apt,1,16,0.41,3,239,1,200
Manhattan,Greenwich Village,Entire home/apt,2,5,0.11,1,0,1,175
Manhattan,Greenwich Village,Private room,1,1,0.02,1,0,1,80
Manhattan,Stuyvesant Town,Private room,31,0,,1,0,0,55
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,3,2,0.1,1,0,1,120
Queens,Flushing,Private room,1,4,0.2,2,179,1,89
Queens,Cambria Heights,Private room,2,13,1.49,2,77,1,65
Manhattan,Upper East Side,Private room,3,22,2.55,1,0,1,250
Brooklyn,Crown Heights,Private room,1,16,0.77,1,0,1,85
Brooklyn,DUMBO,Entire home/apt,30,0,,2,334,0,200
Manhattan,East Village,Entire home/apt,2,15,0.49,1,11,1,131
Queens,St. Albans,Entire home/apt,2,9,1.05,2,52,1,299
Queens,Arverne,Entire home/apt,2,89,1.82,1,300,1,250
Brooklyn,Williamsburg,Private room,3,58,2.5,2,298,1,55
Brooklyn,Bushwick,Private room,1,25,4.78,1,7,1,65
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,13,1.28,1,53,1,155
Queens,Long Island City,Entire home/apt,7,9,0.19,1,9,1,150
Manhattan,Upper East Side,Entire home/apt,30,17,0.79,1,196,1,275
Queens,Sunnyside,Private room,3,113,2.23,1,285,1,78
Brooklyn,Bushwick,Private room,2,3,0.63,1,14,1,80
Manhattan,Harlem,Private room,1,2,0.09,1,35,1,99
Manhattan,Washington Heights,Private room,2,53,1.18,1,0,1,75
Manhattan,Hell's Kitchen,Entire home/apt,5,5,1.95,2,1,1,220
Manhattan,Upper East Side,Entire home/apt,1,3,0.1,1,0,1,270
Manhattan,SoHo,Entire home/apt,1,2,2.0,2,124,1,205
Brooklyn,Park Slope,Private room,2,8,0.32,1,0,1,90
Queens,Sunnyside,Entire home/apt,30,2,0.06,1,250,1,100
Brooklyn,Bushwick,Private room,3,5,0.68,1,179,1,43
Manhattan,Upper East Side,Entire home/apt,1,2,0.05,1,0,1,120
Manhattan,Nolita,Private room,3,9,2.73,1,67,1,75
Queens,Corona,Private room,2,5,1.15,6,306,1,40
Manhattan,Midtown,Entire home/apt,30,3,0.12,10,350,1,150
Queens,Sunnyside,Private room,28,258,2.9,1,287,1,50
Brooklyn,Bushwick,Private room,1,3,0.13,2,0,1,52
Queens,Astoria,Private room,1,7,0.15,1,325,1,70
Queens,Woodhaven,Private room,3,6,0.96,9,358,1,89
Bronx,Norwood,Private room,1,18,1.93,1,153,1,45
Manhattan,East Harlem,Entire home/apt,2,3,0.89,1,74,1,139
Manhattan,East Village,Private room,2,19,0.99,2,303,1,75
Manhattan,Financial District,Private room,1,2,0.05,2,0,1,85
Queens,Astoria,Entire home/apt,3,10,3.85,1,206,1,360
Manhattan,Midtown,Entire home/apt,1,0,,8,0,0,310
Brooklyn,Bedford-Stuyvesant,Private room,3,51,2.3,3,108,1,62
Brooklyn,Williamsburg,Entire home/apt,3,2,0.11,1,15,1,200
Manhattan,Lower East Side,Entire home/apt,3,2,0.04,1,0,1,150
Brooklyn,Clinton Hill,Private room,30,4,0.14,11,311,1,95
Brooklyn,Prospect Heights,Entire home/apt,7,1,0.03,1,0,1,125
Manhattan,Harlem,Private room,4,6,2.81,1,212,1,60
Queens,Ridgewood,Entire home/apt,1,38,1.75,1,77,1,215
Brooklyn,Boerum Hill,Entire home/apt,4,2,0.97,1,77,1,140
Manhattan,Upper East Side,Entire home/apt,3,2,0.04,1,0,1,300
Manhattan,Financial District,Entire home/apt,29,0,,96,345,0,125
Queens,Astoria,Entire home/apt,1,3,0.06,1,0,1,150
Brooklyn,Crown Heights,Entire home/apt,1,32,0.52,2,254,1,300
Brooklyn,Williamsburg,Entire home/apt,4,6,0.42,1,0,1,128
Brooklyn,Bushwick,Private room,1,26,2.9,2,34,1,74
Manhattan,Midtown,Entire home/apt,2,13,1.38,13,358,1,200
Manhattan,Greenwich Village,Entire home/apt,3,1,0.05,1,0,1,191
Manhattan,Harlem,Private room,1,30,6.25,2,149,1,50
Manhattan,Harlem,Private room,21,0,,1,0,0,30
Queens,Flushing,Private room,2,51,1.98,4,156,1,50
Queens,Astoria,Private room,1,0,,1,0,0,55
Brooklyn,Greenpoint,Entire home/apt,30,4,0.07,52,365,1,199
Manhattan,Harlem,Private room,3,78,2.49,1,55,1,66
Manhattan,Harlem,Private room,2,44,1.91,3,77,1,75
Brooklyn,Prospect Heights,Private room,2,16,1.62,2,357,1,200
Manhattan,Nolita,Entire home/apt,3,30,0.51,1,173,1,250
Manhattan,West Village,Private room,2,0,,1,32,0,200
Manhattan,Harlem,Private room,7,6,0.53,1,156,1,69
Brooklyn,Bushwick,Private room,7,1,0.05,1,0,1,35
Staten Island,St. George,Entire home/apt,1,23,0.78,3,336,1,150
Manhattan,Hell's Kitchen,Entire home/apt,2,1,0.04,1,0,1,225
Brooklyn,Williamsburg,Entire home/apt,4,7,0.29,2,8,1,225
Brooklyn,Borough Park,Private room,1,9,0.82,8,0,1,40
Manhattan,Upper East Side,Private room,7,1,0.67,6,0,1,90
Manhattan,Harlem,Private room,1,0,,1,0,0,50
Manhattan,Midtown,Entire home/apt,30,2,0.17,4,280,1,220
Manhattan,Washington Heights,Private room,1,0,,1,363,0,140
Brooklyn,Brooklyn Heights,Entire home/apt,7,7,0.14,1,4,1,198
Brooklyn,Bedford-Stuyvesant,Private room,1,4,1.26,2,267,1,150
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,0,0,50
Brooklyn,Bushwick,Entire home/apt,4,0,,1,10,0,120
Manhattan,West Village,Entire home/apt,5,52,1.54,1,271,1,240
Brooklyn,Bushwick,Private room,1,8,0.17,1,281,1,75
Queens,East Elmhurst,Private room,1,1,1.0,1,226,1,40
Brooklyn,Williamsburg,Entire home/apt,3,0,,1,14,0,99
Brooklyn,Bedford-Stuyvesant,Private room,1,1,0.05,1,0,1,51
Manhattan,Washington Heights,Entire home/apt,2,28,2.98,1,41,1,80
Queens,Kew Gardens Hills,Private room,1,0,,1,241,0,399
Manhattan,Lower East Side,Private room,2,26,2.29,4,61,1,81
Brooklyn,Williamsburg,Entire home/apt,3,60,1.19,1,197,1,140
Manhattan,Upper West Side,Entire home/apt,20,0,,1,33,0,350
Brooklyn,Bushwick,Shared room,30,0,,8,365,0,32
Queens,East Elmhurst,Private room,1,430,13.45,5,347,1,54
Brooklyn,Williamsburg,Private room,3,19,1.03,2,79,1,140
Manhattan,Harlem,Entire home/apt,1,111,6.08,2,238,1,105
